Machine ID,Duration (sec),ReasonCode,Lot ID,Product Code,Machine Group
M-302,704,Changeover,LOT-0026,PRD-E,GroupC
M-201,370,Changeover,LOT-0006,PRD-E,GroupB
M-202,81,Sensor Fault,LOT-0038,PRD-C,GroupB
M-301,100,Adjustment,LOT-0015,PRD-E,GroupC
M-201,713,Changeover,LOT-0037,PRD-A,GroupB
M-202,149,Jam,LOT-0007,PRD-E,GroupB
M-102,648,Changeover,LOT-0008,PRD-E,GroupA
M-202,316,Material Shortage,LOT-0029,PRD-D,GroupB
M-303,473,Operator Break,LOT-0030,PRD-D,GroupC
M-101,564,Changeover,LOT-0005,PRD-D,GroupA
M-201,39,Sensor Fault,LOT-0021,PRD-D,GroupB
M-301,309,Changeover,LOT-0017,PRD-B,GroupC
M-202,107,Jam,LOT-0005,PRD-E,GroupB
M-103,662,Changeover,LOT-0014,PRD-E,GroupA
M-202,68,Jam,LOT-0032,PRD-B,GroupB
M-201,43,Sensor Fault,LOT-0014,PRD-B,GroupB
M-201,424,Material Shortage,LOT-0010,PRD-A,GroupB
M-102,48,Power Blip,LOT-0032,PRD-E,GroupA
M-101,577,Operator Break,LOT-0003,PRD-D,GroupA
M-301,73,Sensor Fault,LOT-0037,PRD-C,GroupC
M-303,150,Jam,LOT-0018,PRD-D,GroupC
M-201,365,Operator Break,LOT-0004,PRD-E,GroupB
M-302,853,Changeover,LOT-0003,PRD-E,GroupC
M-301,478,Changeover,LOT-0030,PRD-A,GroupC
M-303,308,Changeover,LOT-0001,PRD-B,GroupC
M-302,1266,PM-Scheduled,LOT-0024,PRD-E,GroupC
M-202,87,Jam,LOT-0016,PRD-C,GroupB
M-303,117,Adjustment,LOT-0024,PRD-B,GroupC
M-303,729,Changeover,LOT-0024,PRD-C,GroupC
M-302,66,Jam,LOT-0037,PRD-B,GroupC
M-201,336,Material Shortage,LOT-0016,PRD-E,GroupB
M-302,260,Material Shortage,LOT-0010,PRD-B,GroupC
M-303,240,Material Shortage,LOT-0027,PRD-D,GroupC
M-103,705,Unplanned Stop,LOT-0034,PRD-E,GroupA
M-301,367,Material Shortage,LOT-0017,PRD-E,GroupC
M-101,467,Changeover,LOT-0004,PRD-B,GroupA
M-202,398,Changeover,LOT-0029,PRD-C,GroupB
M-202,873,Changeover,LOT-0036,PRD-C,GroupB
M-301,51,Jam,LOT-0023,PRD-E,GroupC
M-201,1702,PM-Scheduled,LOT-0012,PRD-C,GroupB
M-301,822,Changeover,LOT-0032,PRD-D,GroupC
M-102,593,Changeover,LOT-0030,PRD-B,GroupA
M-103,53,Sensor Fault,LOT-0027,PRD-E,GroupA
M-302,133,Material Shortage,LOT-0006,PRD-B,GroupC
M-301,101,Jam,LOT-0019,PRD-C,GroupC
M-302,133,Jam,LOT-0024,PRD-E,GroupC
M-303,488,Changeover,LOT-0002,PRD-B,GroupC
M-201,105,Sensor Fault,LOT-0006,PRD-B,GroupB
M-103,397,Changeover,LOT-0005,PRD-D,GroupA
M-101,217,Jam,LOT-0034,PRD-A,GroupA
M-102,59,Jam,LOT-0006,PRD-D,GroupA
M-202,92,Jam,LOT-0029,PRD-B,GroupB
M-103,474,Changeover,LOT-0002,PRD-A,GroupA
M-301,393,Material Shortage,LOT-0031,PRD-D,GroupC
M-202,438,Changeover,LOT-0035,PRD-B,GroupB
M-303,91,Sensor Fault,LOT-0037,PRD-D,GroupC
M-202,35,Power Blip,LOT-0035,PRD-B,GroupB
M-102,674,Changeover,LOT-0027,PRD-C,GroupA
M-103,300,Changeover,LOT-0034,PRD-B,GroupA
M-301,156,Jam,LOT-0001,PRD-D,GroupC
M-303,130,Jam,LOT-0019,PRD-E,GroupC
M-201,442,Material Shortage,LOT-0013,PRD-D,GroupB
M-302,467,Changeover,LOT-0025,PRD-D,GroupC
M-201,128,Jam,LOT-0016,PRD-E,GroupB
M-202,156,Jam,LOT-0018,PRD-D,GroupB
M-201,246,Material Shortage,LOT-0009,PRD-C,GroupB
M-102,89,Sensor Fault,LOT-0029,PRD-C,GroupA
M-303,24,Jam,LOT-0010,PRD-A,GroupC
M-101,82,Jam,LOT-0019,PRD-C,GroupA
M-103,103,Sensor Fault,LOT-0001,PRD-B,GroupA
M-102,146,Jam,LOT-0014,PRD-C,GroupA
M-302,810,Changeover,LOT-0024,PRD-D,GroupC
M-101,449,Changeover,LOT-0004,PRD-C,GroupA
M-302,140,Jam,LOT-0012,PRD-B,GroupC
M-202,72,Material Shortage,LOT-0008,PRD-B,GroupB
M-302,526,Operator Break,LOT-0016,PRD-A,GroupC
M-201,396,Changeover,LOT-0034,PRD-B,GroupB
M-303,619,Changeover,LOT-0021,PRD-B,GroupC
M-101,80,Sensor Fault,LOT-0034,PRD-A,GroupA
M-202,605,Changeover,LOT-0013,PRD-C,GroupB
M-101,283,Material Shortage,LOT-0008,PRD-B,GroupA
M-302,471,Changeover,LOT-0018,PRD-E,GroupC
M-102,548,Changeover,LOT-0001,PRD-A,GroupA
M-303,29,Sensor Fault,LOT-0024,PRD-A,GroupC
M-201,43,Jam,LOT-0040,PRD-C,GroupB
M-101,106,Jam,LOT-0035,PRD-A,GroupA
M-103,624,Changeover,LOT-0036,PRD-C,GroupA
M-303,12,Sensor Fault,LOT-0025,PRD-C,GroupC
M-103,30,Jam,LOT-0032,PRD-D,GroupA
M-202,801,Changeover,LOT-0013,PRD-E,GroupB
M-103,631,Changeover,LOT-0030,PRD-C,GroupA
M-103,59,Jam,LOT-0029,PRD-C,GroupA
M-202,764,Changeover,LOT-0001,PRD-E,GroupB
M-302,12,Sensor Fault,LOT-0040,PRD-C,GroupC
M-201,364,Changeover,LOT-0035,PRD-D,GroupB
M-201,809,Changeover,LOT-0036,PRD-B,GroupB
M-202,629,Changeover,LOT-0008,PRD-A,GroupB
M-102,53,Jam,LOT-0012,PRD-A,GroupA
M-201,69,Jam,LOT-0007,PRD-A,GroupB
M-302,77,Sensor Fault,LOT-0040,PRD-E,GroupC
M-202,76,Jam,LOT-0039,PRD-A,GroupB
M-101,18,Power Blip,LOT-0032,PRD-A,GroupA
M-303,122,Material Shortage,LOT-0024,PRD-E,GroupC
M-302,119,Material Shortage,LOT-0040,PRD-C,GroupC
M-101,116,Sensor Fault,LOT-0020,PRD-A,GroupA
M-201,54,Adjustment,LOT-0007,PRD-B,GroupB
M-302,154,Jam,LOT-0016,PRD-E,GroupC
M-103,1743,PM-Scheduled,LOT-0027,PRD-A,GroupA
M-301,99,Sensor Fault,LOT-0028,PRD-A,GroupC
M-103,471,Material Shortage,LOT-0033,PRD-C,GroupA
M-103,753,Changeover,LOT-0023,PRD-C,GroupA
M-301,482,Material Shortage,LOT-0028,PRD-C,GroupC
M-201,1038,PM-Scheduled,LOT-0025,PRD-E,GroupB
M-202,763,Changeover,LOT-0029,PRD-D,GroupB
M-101,46,Sensor Fault,LOT-0039,PRD-A,GroupA
M-103,369,Unplanned Stop,LOT-0001,PRD-C,GroupA
M-201,100,Jam,LOT-0002,PRD-C,GroupB
M-103,137,Jam,LOT-0023,PRD-B,GroupA
M-103,169,Jam,LOT-0016,PRD-B,GroupA
M-202,154,Material Shortage,LOT-0037,PRD-D,GroupB
M-201,102,Sensor Fault,LOT-0021,PRD-D,GroupB
M-103,890,Changeover,LOT-0007,PRD-E,GroupA
M-202,167,Jam,LOT-0025,PRD-A,GroupB
M-101,26,Power Blip,LOT-0023,PRD-D,GroupA
M-302,12,Power Blip,LOT-0015,PRD-E,GroupC
M-101,90,Sensor Fault,LOT-0025,PRD-A,GroupA
M-202,626,Changeover,LOT-0035,PRD-E,GroupB
M-103,526,Changeover,LOT-0010,PRD-A,GroupA
M-302,830,Unplanned Stop,LOT-0039,PRD-E,GroupC
M-102,94,Jam,LOT-0026,PRD-B,GroupA
M-103,787,Changeover,LOT-0037,PRD-A,GroupA
M-302,122,Jam,LOT-0033,PRD-D,GroupC
M-103,546,Operator Break,LOT-0036,PRD-B,GroupA
M-303,885,Changeover,LOT-0013,PRD-E,GroupC
M-201,88,Jam,LOT-0028,PRD-C,GroupB
M-102,125,Jam,LOT-0028,PRD-C,GroupA
M-301,108,Jam,LOT-0039,PRD-A,GroupC
M-202,109,Jam,LOT-0040,PRD-D,GroupB
M-103,539,Changeover,LOT-0013,PRD-C,GroupA
M-103,343,Operator Break,LOT-0008,PRD-A,GroupA
M-201,67,Adjustment,LOT-0019,PRD-A,GroupB
M-301,24,Sensor Fault,LOT-0020,PRD-D,GroupC
M-303,73,Jam,LOT-0035,PRD-B,GroupC
M-201,564,Changeover,LOT-0036,PRD-D,GroupB
M-103,95,Sensor Fault,LOT-0002,PRD-D,GroupA
M-101,63,Jam,LOT-0019,PRD-B,GroupA
M-202,22,Jam,LOT-0005,PRD-D,GroupB
M-202,94,Sensor Fault,LOT-0024,PRD-A,GroupB
M-101,212,Jam,LOT-0015,PRD-D,GroupA
M-102,36,Power Blip,LOT-0039,PRD-E,GroupA
M-102,148,Jam,LOT-0030,PRD-E,GroupA
M-101,279,Jam,LOT-0020,PRD-C,GroupA
M-303,460,Changeover,LOT-0002,PRD-C,GroupC
M-301,609,Changeover,LOT-0016,PRD-E,GroupC
M-202,323,Material Shortage,LOT-0025,PRD-A,GroupB
M-202,107,Jam,LOT-0026,PRD-B,GroupB
M-102,76,Sensor Fault,LOT-0040,PRD-B,GroupA
M-302,59,Jam,LOT-0028,PRD-C,GroupC
M-301,434,Changeover,LOT-0014,PRD-B,GroupC
M-201,376,Material Shortage,LOT-0034,PRD-B,GroupB
M-302,848,Unplanned Stop,LOT-0010,PRD-E,GroupC
M-103,870,Changeover,LOT-0035,PRD-A,GroupA
M-103,449,Changeover,LOT-0002,PRD-C,GroupA
M-302,107,Adjustment,LOT-0029,PRD-C,GroupC
M-103,354,Operator Break,LOT-0009,PRD-B,GroupA
M-101,436,Operator Break,LOT-0039,PRD-E,GroupA
M-201,1072,PM-Scheduled,LOT-0002,PRD-C,GroupB
M-102,71,Sensor Fault,LOT-0009,PRD-E,GroupA
M-303,57,Sensor Fault,LOT-0012,PRD-D,GroupC
M-303,467,Changeover,LOT-0013,PRD-B,GroupC
M-101,315,Changeover,LOT-0018,PRD-D,GroupA
M-201,35,Sensor Fault,LOT-0014,PRD-A,GroupB
M-103,33,Power Blip,LOT-0040,PRD-D,GroupA
M-301,312,Material Shortage,LOT-0028,PRD-D,GroupC
M-101,115,Sensor Fault,LOT-0025,PRD-C,GroupA
M-302,105,Sensor Fault,LOT-0037,PRD-E,GroupC
M-101,762,Changeover,LOT-0030,PRD-A,GroupA
M-201,705,Changeover,LOT-0003,PRD-E,GroupB
M-302,350,Changeover,LOT-0013,PRD-C,GroupC
M-303,611,Changeover,LOT-0019,PRD-D,GroupC
M-103,355,Changeover,LOT-0034,PRD-B,GroupA
M-303,522,Material Shortage,LOT-0006,PRD-E,GroupC
M-102,169,Jam,LOT-0035,PRD-B,GroupA
M-302,761,Changeover,LOT-0002,PRD-B,GroupC
M-303,1013,PM-Scheduled,LOT-0030,PRD-A,GroupC
M-202,467,Changeover,LOT-0008,PRD-A,GroupB
M-102,91,Sensor Fault,LOT-0024,PRD-A,GroupA
M-302,75,Sensor Fault,LOT-0040,PRD-B,GroupC
M-302,689,PM-Scheduled,LOT-0011,PRD-C,GroupC
M-103,57,Jam,LOT-0012,PRD-A,GroupA
M-302,756,Changeover,LOT-0019,PRD-B,GroupC
M-102,111,Quality Check,LOT-0001,PRD-E,GroupA
M-202,147,Jam,LOT-0032,PRD-E,GroupB
M-101,73,Sensor Fault,LOT-0016,PRD-B,GroupA
M-303,752,Changeover,LOT-0006,PRD-E,GroupC
M-101,288,Jam,LOT-0018,PRD-E,GroupA
M-201,57,Jam,LOT-0004,PRD-C,GroupB
M-101,50,Jam,LOT-0037,PRD-E,GroupA
M-202,389,Changeover,LOT-0004,PRD-A,GroupB
M-302,225,Unplanned Stop,LOT-0019,PRD-E,GroupC
M-103,221,Adjustment,LOT-0038,PRD-C,GroupA
M-101,172,Jam,LOT-0021,PRD-C,GroupA
M-302,497,Material Shortage,LOT-0036,PRD-A,GroupC
M-202,424,Changeover,LOT-0018,PRD-C,GroupB
M-302,514,Changeover,LOT-0040,PRD-A,GroupC
M-102,1683,PM-Scheduled,LOT-0006,PRD-D,GroupA
M-202,624,Changeover,LOT-0017,PRD-E,GroupB
M-301,44,Power Blip,LOT-0037,PRD-D,GroupC
M-303,484,Changeover,LOT-0040,PRD-B,GroupC
M-202,61,Unplanned Stop,LOT-0008,PRD-A,GroupB
M-303,25,Sensor Fault,LOT-0014,PRD-E,GroupC
M-302,641,Changeover,LOT-0023,PRD-E,GroupC
M-201,71,Jam,LOT-0019,PRD-C,GroupB
M-102,818,Changeover,LOT-0036,PRD-C,GroupA
M-101,189,Jam,LOT-0022,PRD-D,GroupA
M-101,258,Material Shortage,LOT-0022,PRD-C,GroupA
M-303,56,Power Blip,LOT-0003,PRD-B,GroupC
M-303,137,Jam,LOT-0035,PRD-C,GroupC
M-303,483,Material Shortage,LOT-0004,PRD-E,GroupC
M-202,1246,PM-Scheduled,LOT-0036,PRD-E,GroupB
M-101,187,Jam,LOT-0023,PRD-A,GroupA
M-103,27,Jam,LOT-0022,PRD-D,GroupA
M-103,1397,PM-Scheduled,LOT-0012,PRD-E,GroupA
M-102,375,Material Shortage,LOT-0021,PRD-A,GroupA
M-202,808,Changeover,LOT-0016,PRD-C,GroupB
M-303,369,Material Shortage,LOT-0014,PRD-E,GroupC
M-202,115,Jam,LOT-0003,PRD-B,GroupB
M-102,325,Changeover,LOT-0031,PRD-E,GroupA
M-103,143,Jam,LOT-0034,PRD-C,GroupA
M-301,45,Jam,LOT-0034,PRD-B,GroupC
M-201,68,Sensor Fault,LOT-0025,PRD-E,GroupB
M-102,31,Jam,LOT-0039,PRD-A,GroupA
M-301,347,Changeover,LOT-0007,PRD-E,GroupC
M-202,99,Jam,LOT-0014,PRD-C,GroupB
M-201,90,Jam,LOT-0035,PRD-C,GroupB
M-303,44,Sensor Fault,LOT-0010,PRD-B,GroupC
M-202,179,Jam,LOT-0036,PRD-E,GroupB
M-102,109,Jam,LOT-0036,PRD-C,GroupA
M-202,92,Jam,LOT-0037,PRD-B,GroupB
M-103,176,Jam,LOT-0022,PRD-E,GroupA
M-303,27,Jam,LOT-0031,PRD-A,GroupC
M-102,388,Changeover,LOT-0028,PRD-D,GroupA
M-103,85,Sensor Fault,LOT-0029,PRD-E,GroupA
M-301,502,Changeover,LOT-0035,PRD-A,GroupC
M-303,790,PM-Scheduled,LOT-0030,PRD-A,GroupC
M-303,776,Changeover,LOT-0031,PRD-B,GroupC
M-201,177,Jam,LOT-0017,PRD-C,GroupB
M-302,104,Jam,LOT-0021,PRD-D,GroupC
M-303,141,Jam,LOT-0008,PRD-C,GroupC
M-303,474,Changeover,LOT-0019,PRD-C,GroupC
M-103,715,Changeover,LOT-0007,PRD-C,GroupA
M-102,532,Material Shortage,LOT-0026,PRD-E,GroupA
M-302,82,Jam,LOT-0036,PRD-B,GroupC
M-303,648,Changeover,LOT-0014,PRD-E,GroupC
M-302,505,Material Shortage,LOT-0037,PRD-C,GroupC
M-201,39,Jam,LOT-0037,PRD-D,GroupB
M-102,1548,PM-Scheduled,LOT-0021,PRD-E,GroupA
M-102,240,Material Shortage,LOT-0020,PRD-D,GroupA
M-102,1376,PM-Scheduled,LOT-0021,PRD-D,GroupA
M-101,99,Jam,LOT-0038,PRD-A,GroupA
M-103,67,Sensor Fault,LOT-0035,PRD-C,GroupA
M-302,67,Sensor Fault,LOT-0013,PRD-B,GroupC
M-301,97,Jam,LOT-0028,PRD-C,GroupC
M-102,1645,PM-Scheduled,LOT-0026,PRD-B,GroupA
M-202,160,Jam,LOT-0004,PRD-A,GroupB
M-301,92,Jam,LOT-0002,PRD-B,GroupC
M-302,60,Sensor Fault,LOT-0021,PRD-D,GroupC
M-302,858,Changeover,LOT-0014,PRD-B,GroupC
M-303,162,Jam,LOT-0025,PRD-C,GroupC
M-302,52,Jam,LOT-0009,PRD-A,GroupC
M-102,28,Sensor Fault,LOT-0032,PRD-D,GroupA
M-103,126,Jam,LOT-0030,PRD-E,GroupA
M-302,68,Sensor Fault,LOT-0033,PRD-D,GroupC
M-303,531,Changeover,LOT-0012,PRD-D,GroupC
M-101,1084,PM-Scheduled,LOT-0033,PRD-C,GroupA
M-302,41,Power Blip,LOT-0024,PRD-A,GroupC
M-101,1354,PM-Scheduled,LOT-0008,PRD-E,GroupA
M-303,50,Adjustment,LOT-0010,PRD-E,GroupC
M-202,380,Changeover,LOT-0034,PRD-E,GroupB
M-102,39,Jam,LOT-0035,PRD-E,GroupA
M-202,53,Sensor Fault,LOT-0035,PRD-A,GroupB
M-303,780,Changeover,LOT-0037,PRD-C,GroupC
M-302,601,Changeover,LOT-0019,PRD-B,GroupC
M-101,86,Sensor Fault,LOT-0020,PRD-E,GroupA
M-202,141,Jam,LOT-0038,PRD-B,GroupB
M-101,47,Sensor Fault,LOT-0040,PRD-A,GroupA
M-202,429,Changeover,LOT-0033,PRD-A,GroupB
M-202,177,Jam,LOT-0018,PRD-C,GroupB
M-202,48,Jam,LOT-0039,PRD-B,GroupB
M-103,57,Sensor Fault,LOT-0012,PRD-C,GroupA
M-201,840,Changeover,LOT-0003,PRD-C,GroupB
M-102,182,Adjustment,LOT-0010,PRD-D,GroupA
M-302,421,Operator Break,LOT-0029,PRD-B,GroupC
M-201,1306,PM-Scheduled,LOT-0004,PRD-C,GroupB
M-102,138,Jam,LOT-0026,PRD-D,GroupA
M-202,845,Changeover,LOT-0015,PRD-D,GroupB
M-302,448,Changeover,LOT-0034,PRD-D,GroupC
M-101,241,Jam,LOT-0025,PRD-C,GroupA
M-101,280,Jam,LOT-0023,PRD-D,GroupA
M-202,573,Changeover,LOT-0007,PRD-C,GroupB
M-302,547,Changeover,LOT-0038,PRD-B,GroupC
M-301,33,Sensor Fault,LOT-0021,PRD-E,GroupC
M-101,116,Sensor Fault,LOT-0005,PRD-A,GroupA
M-302,46,Jam,LOT-0029,PRD-C,GroupC
M-201,42,Sensor Fault,LOT-0013,PRD-A,GroupB
M-101,17,Sensor Fault,LOT-0039,PRD-B,GroupA
M-102,25,Sensor Fault,LOT-0006,PRD-E,GroupA
M-103,879,Changeover,LOT-0012,PRD-A,GroupA
M-103,139,Jam,LOT-0005,PRD-D,GroupA
M-202,465,Operator Break,LOT-0017,PRD-B,GroupB
M-102,35,Jam,LOT-0025,PRD-D,GroupA
M-301,712,Unplanned Stop,LOT-0017,PRD-B,GroupC
M-303,71,Jam,LOT-0040,PRD-D,GroupC
M-103,23,Sensor Fault,LOT-0010,PRD-E,GroupA
M-302,47,Jam,LOT-0029,PRD-C,GroupC
M-102,38,Jam,LOT-0037,PRD-C,GroupA
M-303,147,Jam,LOT-0010,PRD-A,GroupC
M-101,44,Sensor Fault,LOT-0010,PRD-C,GroupA
M-302,1655,PM-Scheduled,LOT-0032,PRD-D,GroupC
M-302,371,Changeover,LOT-0035,PRD-B,GroupC
M-101,793,Changeover,LOT-0008,PRD-E,GroupA
M-301,610,Changeover,LOT-0026,PRD-A,GroupC
M-102,648,Changeover,LOT-0006,PRD-D,GroupA
M-202,32,Sensor Fault,LOT-0036,PRD-A,GroupB
M-302,48,Sensor Fault,LOT-0025,PRD-A,GroupC
M-301,748,Changeover,LOT-0013,PRD-B,GroupC
M-101,307,Jam,LOT-0016,PRD-D,GroupA
M-302,158,Jam,LOT-0020,PRD-D,GroupC
M-303,34,Adjustment,LOT-0003,PRD-C,GroupC
M-101,343,Changeover,LOT-0026,PRD-A,GroupA
M-201,595,Material Shortage,LOT-0030,PRD-E,GroupB
M-103,39,Sensor Fault,LOT-0005,PRD-A,GroupA
M-103,319,Changeover,LOT-0031,PRD-E,GroupA
M-101,95,Jam,LOT-0001,PRD-B,GroupA
M-101,57,Power Blip,LOT-0007,PRD-D,GroupA
M-103,125,Material Shortage,LOT-0007,PRD-A,GroupA
M-303,1051,PM-Scheduled,LOT-0005,PRD-B,GroupC
M-302,711,Changeover,LOT-0021,PRD-A,GroupC
M-103,518,Changeover,LOT-0003,PRD-E,GroupA
M-103,423,Changeover,LOT-0018,PRD-B,GroupA
M-302,114,Jam,LOT-0036,PRD-B,GroupC
M-303,168,Jam,LOT-0003,PRD-B,GroupC
M-102,445,Material Shortage,LOT-0011,PRD-A,GroupA
M-303,21,Jam,LOT-0012,PRD-A,GroupC
M-202,787,Changeover,LOT-0009,PRD-B,GroupB
M-103,76,Sensor Fault,LOT-0029,PRD-D,GroupA
M-201,44,Power Blip,LOT-0003,PRD-E,GroupB
M-103,88,Sensor Fault,LOT-0006,PRD-C,GroupA
M-301,871,Changeover,LOT-0016,PRD-B,GroupC
M-102,157,Unplanned Stop,LOT-0040,PRD-C,GroupA
M-201,513,Changeover,LOT-0018,PRD-A,GroupB
M-201,58,Jam,LOT-0031,PRD-D,GroupB
M-103,31,Jam,LOT-0004,PRD-C,GroupA
M-202,84,Jam,LOT-0022,PRD-E,GroupB
M-303,33,Jam,LOT-0035,PRD-B,GroupC
M-103,556,Material Shortage,LOT-0033,PRD-A,GroupA
M-102,244,Quality Check,LOT-0029,PRD-E,GroupA
M-301,633,Changeover,LOT-0015,PRD-A,GroupC
M-301,80,Jam,LOT-0027,PRD-B,GroupC
M-302,78,Quality Check,LOT-0031,PRD-E,GroupC
M-303,131,Jam,LOT-0010,PRD-B,GroupC
M-303,115,Jam,LOT-0009,PRD-D,GroupC
M-201,44,Sensor Fault,LOT-0013,PRD-C,GroupB
M-103,165,Jam,LOT-0004,PRD-C,GroupA
M-103,139,Jam,LOT-0030,PRD-D,GroupA
M-103,412,Operator Break,LOT-0019,PRD-E,GroupA
M-103,234,Material Shortage,LOT-0037,PRD-E,GroupA
M-201,153,Jam,LOT-0032,PRD-B,GroupB
M-303,345,Material Shortage,LOT-0001,PRD-D,GroupC
M-201,131,Jam,LOT-0038,PRD-B,GroupB
M-103,5,Power Blip,LOT-0027,PRD-A,GroupA
M-101,811,Unplanned Stop,LOT-0033,PRD-A,GroupA
M-302,790,Changeover,LOT-0007,PRD-D,GroupC
M-303,162,Jam,LOT-0001,PRD-D,GroupC
M-201,95,Jam,LOT-0016,PRD-A,GroupB
M-101,612,Changeover,LOT-0011,PRD-D,GroupA
M-101,534,Unplanned Stop,LOT-0009,PRD-D,GroupA
M-103,439,Material Shortage,LOT-0030,PRD-A,GroupA
M-102,640,Changeover,LOT-0034,PRD-A,GroupA
M-202,576,Changeover,LOT-0040,PRD-E,GroupB
M-201,142,Material Shortage,LOT-0040,PRD-C,GroupB
M-101,672,Changeover,LOT-0004,PRD-A,GroupA
M-302,341,Changeover,LOT-0024,PRD-C,GroupC
M-103,100,Sensor Fault,LOT-0005,PRD-E,GroupA
M-201,105,Jam,LOT-0016,PRD-E,GroupB
M-102,104,Sensor Fault,LOT-0038,PRD-B,GroupA
M-201,573,Changeover,LOT-0033,PRD-D,GroupB
M-202,115,Jam,LOT-0023,PRD-D,GroupB
M-303,425,Changeover,LOT-0031,PRD-E,GroupC
M-202,676,Changeover,LOT-0005,PRD-B,GroupB
M-303,120,Jam,LOT-0012,PRD-C,GroupC
M-102,90,Jam,LOT-0008,PRD-B,GroupA
M-303,72,Jam,LOT-0034,PRD-A,GroupC
M-202,854,Changeover,LOT-0009,PRD-D,GroupB
M-301,321,Changeover,LOT-0019,PRD-B,GroupC
M-102,79,Jam,LOT-0034,PRD-C,GroupA
M-302,1268,PM-Scheduled,LOT-0032,PRD-E,GroupC
M-303,880,Changeover,LOT-0009,PRD-C,GroupC
M-103,292,Material Shortage,LOT-0031,PRD-C,GroupA
M-202,324,Operator Break,LOT-0010,PRD-C,GroupB
M-202,470,Changeover,LOT-0040,PRD-B,GroupB
M-202,64,Jam,LOT-0010,PRD-B,GroupB
M-201,101,Jam,LOT-0037,PRD-B,GroupB
M-303,67,Jam,LOT-0014,PRD-E,GroupC
M-101,54,Sensor Fault,LOT-0010,PRD-C,GroupA
M-303,466,Changeover,LOT-0035,PRD-C,GroupC
M-102,30,Power Blip,LOT-0032,PRD-B,GroupA
M-303,14,Power Blip,LOT-0001,PRD-E,GroupC
M-301,47,Sensor Fault,LOT-0031,PRD-C,GroupC
M-103,512,Material Shortage,LOT-0022,PRD-A,GroupA
M-303,13,Power Blip,LOT-0036,PRD-A,GroupC
M-202,178,Jam,LOT-0015,PRD-D,GroupB
M-301,34,Jam,LOT-0039,PRD-B,GroupC
M-201,344,Material Shortage,LOT-0013,PRD-A,GroupB
M-102,756,Changeover,LOT-0006,PRD-E,GroupA
M-302,101,Jam,LOT-0039,PRD-E,GroupC
M-101,28,Power Blip,LOT-0026,PRD-B,GroupA
M-302,681,Changeover,LOT-0001,PRD-C,GroupC
M-301,756,Changeover,LOT-0036,PRD-A,GroupC
M-201,66,Sensor Fault,LOT-0027,PRD-D,GroupB
M-202,128,Jam,LOT-0027,PRD-B,GroupB
M-102,97,Jam,LOT-0031,PRD-E,GroupA
M-301,171,Jam,LOT-0025,PRD-A,GroupC
M-101,579,Changeover,LOT-0027,PRD-B,GroupA
M-303,106,Sensor Fault,LOT-0009,PRD-B,GroupC
M-103,356,Material Shortage,LOT-0036,PRD-D,GroupA
M-101,369,Material Shortage,LOT-0038,PRD-C,GroupA
M-303,1549,PM-Scheduled,LOT-0015,PRD-A,GroupC
M-101,172,Jam,LOT-0031,PRD-A,GroupA
M-202,803,Changeover,LOT-0016,PRD-A,GroupB
M-102,552,Operator Break,LOT-0005,PRD-E,GroupA
M-301,1758,PM-Scheduled,LOT-0028,PRD-C,GroupC
M-303,897,Unplanned Stop,LOT-0008,PRD-C,GroupC
M-101,226,Material Shortage,LOT-0038,PRD-A,GroupA
M-103,438,Changeover,LOT-0023,PRD-B,GroupA
M-101,228,Jam,LOT-0023,PRD-A,GroupA
M-202,39,Jam,LOT-0033,PRD-B,GroupB
M-103,385,Operator Break,LOT-0035,PRD-C,GroupA
M-301,368,Material Shortage,LOT-0018,PRD-C,GroupC
M-102,660,Changeover,LOT-0010,PRD-A,GroupA
M-103,681,Changeover,LOT-0032,PRD-D,GroupA
M-301,15,Power Blip,LOT-0007,PRD-B,GroupC
M-103,492,Changeover,LOT-0036,PRD-E,GroupA
M-102,378,Changeover,LOT-0008,PRD-B,GroupA
M-101,619,Changeover,LOT-0024,PRD-B,GroupA
M-303,212,Quality Check,LOT-0034,PRD-C,GroupC
M-103,13,Sensor Fault,LOT-0008,PRD-B,GroupA
M-103,205,Material Shortage,LOT-0015,PRD-C,GroupA
M-103,40,Jam,LOT-0028,PRD-A,GroupA
M-102,143,Jam,LOT-0028,PRD-A,GroupA
M-201,151,Jam,LOT-0038,PRD-A,GroupB
M-303,84,Jam,LOT-0003,PRD-A,GroupC
M-202,106,Sensor Fault,LOT-0007,PRD-A,GroupB
M-201,1009,PM-Scheduled,LOT-0012,PRD-C,GroupB
M-101,163,Jam,LOT-0038,PRD-C,GroupA
M-301,148,Jam,LOT-0040,PRD-B,GroupC
M-102,168,Jam,LOT-0001,PRD-E,GroupA
M-201,46,Sensor Fault,LOT-0011,PRD-E,GroupB
M-101,161,Unplanned Stop,LOT-0014,PRD-E,GroupA
M-303,489,Changeover,LOT-0029,PRD-A,GroupC
M-103,448,Material Shortage,LOT-0028,PRD-B,GroupA
M-201,621,Changeover,LOT-0008,PRD-D,GroupB
M-102,807,Changeover,LOT-0024,PRD-C,GroupA
M-101,262,Jam,LOT-0008,PRD-D,GroupA
M-202,619,Changeover,LOT-0029,PRD-B,GroupB
M-302,129,Jam,LOT-0013,PRD-A,GroupC
M-303,28,Power Blip,LOT-0012,PRD-A,GroupC
M-303,60,Sensor Fault,LOT-0029,PRD-E,GroupC
M-102,121,Jam,LOT-0026,PRD-E,GroupA
